11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:47,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:48,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:49,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
11/10,22:51:50,18000,0.3,15.0
