11/10,22:54:47,9000,0.3,15.0
11/10,22:54:47,9000,0.3,15.0
11/10,22:54:47,9000,0.3,15.0
11/10,22:54:47,9000,0.3,15.0
11/10,22:54:47,9000,0.3,15.0
11/10,22:54:47,9000,0.3,15.0
11/10,22:54:47,9000,0.3,15.0
11/10,22:54:47,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:48,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:49,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:50,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:51,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:52,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:53,9000,0.3,15.0
11/10,22:54:54,9000,0.3,15.0
11/10,22:54:54,9000,0.3,15.0
11/10,22:54:54,9000,0.3,15.0
11/10,22:54:54,9000,0.3,15.0
11/10,22:54:54,9000,0.3,15.0
11/10,22:54:54,9000,0.3,15.0
11/10,22:54:54,9000,0.3,15.0
